nome_arquivo,imagem,threshold,prompt_fundo,prompt_roupa,clip_fundo,clip_inpainting,psnr_fundo,psnr_inpainting
img-03-mscoco__fundo_0303__A sunset__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.5,A sunset,A photograph of a knight in shining armor holding a basketball,0.2083740234375,0.2783203125,9.955263092860937,10.863551822552123
img-03-mscoco__fundo_0303__The Parthenon in front of the Great Pyramid__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.5,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2293701171875,0.285400390625,10.314483258310004,9.577953519109307
img-03-mscoco__fundo_0303__The city of London__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.5,The city of London,A photograph of a knight in shining armor holding a basketball,0.2222900390625,0.258544921875,12.109708058580878,11.05333360412061
img-03-mscoco__fundo_0327__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.1512451171875,0.33251953125,8.421175018163925,10.932073556683761
img-03-mscoco__fundo_0327__A sunset__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.7,A sunset,A photograph of a knight in shining armor holding a basketball,0.1942138671875,0.318115234375,9.956546403938257,10.856143521313552
img-03-mscoco__fundo_0327__The Parthenon in front of the Great Pyramid__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.7,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2369384765625,0.263671875,10.03062851736588,9.911739053806464
img-03-mscoco__fundo_0327__The city of London__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.7,The city of London,A photograph of a knight in shining armor holding a basketball,0.23828125,0.269775390625,10.655604044426095,10.454042693444851
img-03-mscoco__fundo_0351__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.1885986328125,0.252685546875,8.76924703060719,11.083566736877366
img-03-mscoco__fundo_0351__A sunset__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.9,A sunset,A photograph of a knight in shining armor holding a basketball,0.2069091796875,0.31396484375,9.657737672796205,10.704031178484149
img-03-mscoco__fundo_0351__The Parthenon in front of the Great Pyramid__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.9,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.226318359375,0.230712890625,10.336238507268881,10.604102084523483
img-03-mscoco__fundo_0351__The city of London__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,0.9,The city of London,A photograph of a knight in shining armor holding a basketball,0.214111328125,0.232666015625,10.499650549276843,10.65799665117202
img-03-mscoco__fundo_0375__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.142333984375,0.304931640625,8.519069197448156,10.740821887661301
img-03-mscoco__fundo_0375__A sunset__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.1,A sunset,A photograph of a knight in shining armor holding a basketball,0.21142578125,0.294189453125,11.121691128776689,11.364084026389337
img-03-mscoco__fundo_0375__The Parthenon in front of the Great Pyramid__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.1,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2225341796875,0.2919921875,10.48785370632283,9.718360299633936
img-03-mscoco__fundo_0375__The city of London__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.1,The city of London,A photograph of a knight in shining armor holding a basketball,0.2388916015625,0.25634765625,10.379224480734765,10.631633863654255
img-03-mscoco__fundo_0399__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.1851806640625,0.28564453125,9.207346331075883,10.890702424421338
img-03-mscoco__fundo_0399__A sunset__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.3,A sunset,A photograph of a knight in shining armor holding a basketball,0.2056884765625,0.278564453125,10.438121683393362,10.417551951380716
img-03-mscoco__fundo_0399__The Parthenon in front of the Great Pyramid__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.3,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.212646484375,0.277099609375,9.932463729329589,10.143188786365755
img-03-mscoco__fundo_0399__The city of London__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.3,The city of London,A photograph of a knight in shining armor holding a basketball,0.2320556640625,0.251220703125,10.943584415498144,10.702653055640429
img-03-mscoco__fundo_0423__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.274658203125,0.34375,8.211125777438948,11.253030500279966
img-03-mscoco__fundo_0423__A sunset__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.5,A sunset,A photograph of a knight in shining armor holding a basketball,0.2384033203125,0.3076171875,10.285779280110473,11.262599379589116
img-03-mscoco__fundo_0423__The Parthenon in front of the Great Pyramid__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.5,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2449951171875,0.1854248046875,11.437232651250334,9.755031006019664
img-03-mscoco__fundo_0423__The city of London__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.5,The city of London,A photograph of a knight in shining armor holding a basketball,0.263671875,0.1695556640625,12.001455273138376,11.691505980883004
img-03-mscoco__fundo_0447__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.257568359375,0.27978515625,9.291700309708544,11.619426369772686
img-03-mscoco__fundo_0447__A sunset__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.7,A sunset,A photograph of a knight in shining armor holding a basketball,0.250244140625,0.321533203125,11.358512961683108,12.375528656139677
img-03-mscoco__fundo_0447__The Parthenon in front of the Great Pyramid__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.7,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.249267578125,0.267333984375,11.763519636501563,9.40982627724535
img-03-mscoco__fundo_0447__The city of London__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.7,The city of London,A photograph of a knight in shining armor holding a basketball,0.276611328125,0.23876953125,12.875801735449006,10.775779060369409
img-03-mscoco__fundo_0471__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.275390625,0.326416015625,10.247612627314432,11.456503937792554
img-03-mscoco__fundo_0471__A sunset__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.9,A sunset,A photograph of a knight in shining armor holding a basketball,0.2607421875,0.26953125,10.943719731509555,11.182442204209657
img-03-mscoco__fundo_0471__The Parthenon in front of the Great Pyramid__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.9,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.255859375,0.2467041015625,12.041669713827194,9.893288756585534
img-03-mscoco__fundo_0471__The city of London__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-03-mscoco,1.9,The city of London,A photograph of a knight in shining armor holding a basketball,0.29296875,0.1453857421875,12.429890422472889,11.920280445653393
img-03-mscoco__fundo_0495__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__The_Mona_Lisa.jpg,img-03-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.198974609375,0.254150390625,8.506307686800383,8.93682711636038
img-03-mscoco__fundo_0495__A sunset__th01__The_Mona_Lisa.jpg,img-03-mscoco,0.1,A sunset,The Mona Lisa,0.1923828125,0.3076171875,10.43068381381125,9.143642383392624
img-03-mscoco__fundo_0495__The Parthenon in front of the Great Pyramid__th01__The_Mona_Lisa.jpg,img-03-mscoco,0.1,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.18603515625,0.313232421875,9.131929248390636,9.208444368217478
img-03-mscoco__fundo_0495__The city of London__th01__The_Mona_Lisa.jpg,img-03-mscoco,0.1,The city of London,The Mona Lisa,0.1982421875,0.308349609375,10.214069319419195,9.273888418393982
img-03-mscoco__fundo_0519__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__The_Mona_Lisa.jpg,img-03-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.2252197265625,0.297607421875,7.985285376286661,8.922535504156727
img-03-mscoco__fundo_0519__A sunset__th03__The_Mona_Lisa.jpg,img-03-mscoco,0.3,A sunset,The Mona Lisa,0.19189453125,0.3115234375,10.68297831007554,9.384253132478861
img-03-mscoco__fundo_0519__The Parthenon in front of the Great Pyramid__th03__The_Mona_Lisa.jpg,img-03-mscoco,0.3,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.2364501953125,0.2548828125,10.055431759124438,8.722360089003674
img-03-mscoco__fundo_0519__The city of London__th03__The_Mona_Lisa.jpg,img-03-mscoco,0.3,The city of London,The Mona Lisa,0.2421875,0.251953125,10.805256646737202,9.81645327375881
img-03-mscoco__fundo_0543__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__The_Mona_Lisa.jpg,img-03-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.190185546875,0.263671875,7.633527127087654,9.08546129595982
img-03-mscoco__fundo_0543__A sunset__th05__The_Mona_Lisa.jpg,img-03-mscoco,0.5,A sunset,The Mona Lisa,0.2003173828125,0.259033203125,9.231520583805608,8.953534362443452
img-03-mscoco__fundo_0543__The Parthenon in front of the Great Pyramid__th05__The_Mona_Lisa.jpg,img-03-mscoco,0.5,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.257080078125,0.264404296875,10.026088945502936,8.580280021781423
img-03-mscoco__fundo_0543__The city of London__th05__The_Mona_Lisa.jpg,img-03-mscoco,0.5,The city of London,The Mona Lisa,0.2379150390625,0.260986328125,11.408292559088416,9.996619788793431
img-03-mscoco__fundo_0567__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__The_Mona_Lisa.jpg,img-03-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.25244140625,0.27587890625,8.400512785840967,8.924066478546909
img-03-mscoco__fundo_0567__A sunset__th07__The_Mona_Lisa.jpg,img-03-mscoco,0.7,A sunset,The Mona Lisa,0.2110595703125,0.2230224609375,10.244404329283274,8.749423097415711
img-03-mscoco__fundo_0567__The Parthenon in front of the Great Pyramid__th07__The_Mona_Lisa.jpg,img-03-mscoco,0.7,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.206787109375,0.2291259765625,9.890908604858117,8.226419081264396
img-03-mscoco__fundo_0567__The city of London__th07__The_Mona_Lisa.jpg,img-03-mscoco,0.7,The city of London,The Mona Lisa,0.259521484375,0.26220703125,11.798064024791948,10.229461657348313
img-03-mscoco__fundo_0591__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__The_Mona_Lisa.jpg,img-03-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.238525390625,0.26123046875,9.105094451987851,9.232258776620004
img-03-mscoco__fundo_0591__A sunset__th09__The_Mona_Lisa.jpg,img-03-mscoco,0.9,A sunset,The Mona Lisa,0.2132568359375,0.2471923828125,9.544948714170596,9.02098911378149
img-03-mscoco__fundo_0591__The Parthenon in front of the Great Pyramid__th09__The_Mona_Lisa.jpg,img-03-mscoco,0.9,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.246337890625,0.25537109375,10.710906847617284,8.532115903241547
img-03-mscoco__fundo_0591__The city of London__th09__The_Mona_Lisa.jpg,img-03-mscoco,0.9,The city of London,The Mona Lisa,0.2491455078125,0.2041015625,10.305637592076838,9.124751745989878
img-03-mscoco__fundo_0615__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__The_Mona_Lisa.jpg,img-03-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.2484130859375,0.2666015625,7.981206989487421,8.81938250747114
img-03-mscoco__fundo_0615__A sunset__th11__The_Mona_Lisa.jpg,img-03-mscoco,1.1,A sunset,The Mona Lisa,0.2022705078125,0.22998046875,10.574476018259778,9.963768084700007
